Name	Resource Type	Domain	Site Code	Client	Approved	Assigned	Blocked	Client Type	Obsolete	Active	
XLWUW-4902TY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-432016	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L8X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431KQQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47048K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037V01	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490W64	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016KT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493Z84	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-3614MS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-14121P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-DOB003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KNR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLMSI5WK75403	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491DWV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PV5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-350Q39	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491DVM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-6MFFFX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKY6003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-43206F	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-440QXN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3523C7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-370BF3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491DW8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PV8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47046G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-371DZ7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLRDLGWKS1003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X69	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-202648	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-461PWP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016QW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L9C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016LF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47048J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-410ZTJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-5105WH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47047N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458862	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-411R0K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK0WD3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PXB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X6M	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493XH0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N9L	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491DVB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04044	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-250VXF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-MO2282	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DXW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KQ6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4504FG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKQ1803	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A03959	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47046Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-311RJ3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-440QX4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016M5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-520SY4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X7D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-331F7R	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431KS9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491MTP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNAMXSWK07NX03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-41068Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016MW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK95303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121K7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-480H1P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-32073	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-480R9Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-2015XJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNDS2XWKMR503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A03922	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLRDRDWKQ09P3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-430XYS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NGQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491DX0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4103BS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-390DC0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016D7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L58	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JD5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-03281G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022FC4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-3906YL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JQG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JD6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-43206B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-350Q1X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-410J7S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KP5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLRDRDWKQ04P3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JNM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-7RQSD2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016JM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X5C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L4T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121MC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-350270	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-391347	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OGV002	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PXL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-021Y68	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431F4F	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016NG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-470473	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-321VDJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4121PN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-3914DV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK19503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04080	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4103C2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493Z6B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK15703	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN372WK3D503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N4D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUD-432L7J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016M0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-350R31	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3510MV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-510GPX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-606787	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-04261T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T1Q	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-033GV0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JMF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-430XZF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-2100M0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGFM11303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NDJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-340SB1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KNY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431YTJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-421F8Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47043Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-432065	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-20264V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-202645	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L93	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-6N9VZK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-3833P2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4908GB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432LCM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DXT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-015UT9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4121KY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3809H1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-410LZL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121MX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-360X7B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-IN04D9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-41068S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N7W	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-271Y7N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-43205P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47113P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KQV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4121JB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-403081	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X7Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-480H3J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-351DTG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKN5303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X4Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-010BC4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNCESAWK12403	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMOSMXOSWK503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N7C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNCESAWK09103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKN4100	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016B5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-015UWX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4028CZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L7P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNAOCWK90XVL03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4319V1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-410JN4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016H9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L70	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-311FMM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-606804	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-461DNZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PV3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK86A03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47047T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490WF9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47042T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OGCCK3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T3S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-350R5Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-10169Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X7V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431YWH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-370Y14	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-422G3Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-470442	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-DJS3BB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-472PYP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022DYH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-40307K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWK04303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-10168N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-40306X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-3810T4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X6K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWKG8003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLRDLGWKS2303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X6Q	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-2100LG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-432057	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-411CG2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLRDLGWKS9003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DY7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4504C5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016DW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-440J22	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN16EWSWK04E03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWK7XD03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037V21	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N3B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-AFAS18	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-B5TSD2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016JW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47045R	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-20264C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-410LXR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KBR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK0WG1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016Q4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-FM2PP5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKY8503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-OSOSK1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKY3303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-480H0Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-3914DX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNOOSSAWKA0803	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460Z8X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-282XZ0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4121K4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037W8S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016KX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-A53961	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-411CG0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0428LF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-470483	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-461DNF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47045G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-212FYP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-480H0W	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-290SZH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-290T69	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-421NJ7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-3414FX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431F1V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121MW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04085	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016Q6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4902XK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-FM30Z8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431YVF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-434762	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-230SLQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4908G2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-440QXM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431YTR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T3N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471139	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLMSI9WK22403	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490W8K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431KPW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016L0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JNQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-520SY9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3523CB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-04260Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-470479	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-430XXL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490W5H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-430XY4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DYF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-410ZW7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016F3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493XVD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-0310PP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
